gene_id	Stage_0	Stage_1	Stage_2	Stage_3	Stage_4	Stage_5	Stage_6_1	Stage_6_2
StHeBC4_c10544_g0	0	0	0.08	0.12	0	0	0	0
StHeBC4_c10546_g0	0	0.13	0	0.15	0.13	0	0	0
StHeBC4_c10547_g0	0	0	0	0	0	0	0	0
StHeBC4_c10548_g0	0	0	0	0	0	0	0	0
StHeBC4_c10550_g0	0	0	0	0	0	0	0	0
StHeBC4_c10552_g0	0.05	0.22	0.39	0.05	0.05	0	0	1.3
StHeBC4_c10554_g0	0.05	0	0.04	0	0.06	0.2	0.05	0
StHeBC4_c10555_g0	0	0	0	0.07	0.07	0	0	0
StHeBC4_c10556_g0	0	0.23	0.51	3.02	5.35	0.33	0.36	1.09
StHeBC4_c10557_g0	0.48	0.5	0.27	0.57	0.43	0.35	0.41	0.32
StHeBC4_c10558_g0	0.66	0.16	0.3	0.13	0.13	0	0.25	0.65
StHeBC4_c10559_g0	0.1	0.18	0.17	0.28	0.28	0	0.28	0
StHeBC4_c10559_g1	0.99	0.46	0.96	0.67	0.26	0.69	0.43	0.53
StHeBC4_c10560_g0	0	1.17	3.02	0.82	0.36	1.04	0.58	0.39
StHeBC4_c10561_g0	0	0	0	0	0	0	0.06	0
StHeBC4_c10563_g0	0.04	0	0.04	0.1	0	0.63	0.64	0.24
StHeBC4_c10564_g0	23.19	7.09	10.39	10.56	9.28	12.71	8.25	8.99
StHeBC4_c10564_g1	23.51	18.06	21.81	20.61	18.17	23.35	14.98	17.76
StHeBC4_c10564_g3	47.26	28.55	39.79	32.1	27.93	31.25	11.14	35.93
StHeBC4_c10564_g4	22.01	12.21	15.27	15.11	14.42	16.16	18.43	17.29
StHeBC4_c10565_g0	0	0	0	0	0	0	0	0
StHeBC4_c10568_g0	0.11	2.26	3.65	3.96	1.74	3.1	1.53	0.93
StHeBC4_c10570_g0	0.25	0.59	0.38	0	0.14	0.35	0	0
StHeBC4_c10571_g0	0	0.11	0.28	0.1	0.1	0.18	1.06	41.6
StHeBC4_c10572_g0	0	0.09	0	0	0	0	0	0
StHeBC4_c10574_g0	0.19	4.78	5.86	19.93	15.25	35.47	37.95	16.44
StHeBC4_c10575_g0	0	0.12	0.13	0.36	1.09	0.62	1.13	2.03
StHeBC4_c10576_g0	0.09	1.78	3.39	6.76	3.31	2.58	0.73	0.39
StHeBC4_c10578_g0	0	4.74	0.26	0	0	0	0.19	0.08
StHeBC4_c10580_g0	0	0	0	0	0	0.17	0	0
StHeBC4_c10581_g0	0	0	0.05	0.15	0.14	0.08	0.25	0.05
StHeBC4_c10582_g0	0	2.19	0.49	0.11	0	0	0	0.16
StHeBC4_c10583_g0	0	0.14	0.06	0.66	0.13	0.37	5.4	1.13
StHeBC4_c10584_g0	0	48.49	54.88	20.05	9.83	18.18	1.95	10.5
StHeBC4_c10585_g0	0.06	0.06	0	0.07	0.07	0	0.25	0.05
StHeBC4_c10586_g0	0.47	1.23	0.83	1.02	0.21	0.5	0.04	2.9
StHeBC4_c10589_g0	0.09	0	0	0.56	0	0.13	0	0
StHeBC4_c10590_g0	0	0.14	0.11	0.33	0	0.17	0	0.49
StHeBC4_c10593_g0	0.04	0	0	0.05	0	0	0	0.12
StHeBC4_c10595_g0	0	0	0.05	0	0	0	0	0
StHeBC4_c10596_g0	0	0	0.1	0	0.22	0.12	0.1	0
StHeBC4_c10601_g0	0.04	0.38	0.1	0.42	0.16	0.14	0.12	18.08
StHeBC4_c10602_g0	0.04	0.12	0.18	0.21	0.46	0.58	1.42	0.22
StHeBC4_c10604_g0	0	0	0	0	0	0.19	0	0
StHeBC4_c10605_g0	0	0	0	0	0	0	0	0
StHeBC4_c10606_g0	0	0.25	0	0.76	1.86	0.28	0.11	0
StHeBC4_c10607_g0	0.05	0.15	0.05	0	0.14	0	0.12	0.38
StHeBC4_c10614_g0	0.97	1.74	1.16	2.26	1.3	0	21.57	22.53
StHeBC4_c10615_g0	0	0	0	0	0	0	0	0
StHeBC4_c10616_g0	0	11.1	8.91	21.5	8.44	6.47	2.52	0.53
StHeBC4_c10617_g0	0	0.41	0.13	0.1	0.08	0.1	0.24	0.16
StHeBC4_c10618_g0	0	0	0	0	0	0	0	0
StHeBC4_c10619_g0	0.18	0.2	0.48	0.67	1.02	0.63	0.48	0.11
StHeBC4_c10620_g0	0	3.13	0	0	0	0.11	0	0
StHeBC4_c10622_g0	0	0.03	0	0	0	0	0	0
StHeBC4_c10622_g1	0.06	0.27	0.46	0.72	0.34	0.57	0.64	3.47
StHeBC4_c10624_g0	0	0	0	0	0.05	0.12	0.28	3.04
StHeBC4_c10625_g0	0	0	0	0	0	0	0.38	0
StHeBC4_c10628_g0	0.09	0	0	0	0	0	0	0
StHeBC4_c10631_g0	0	0.8	1.89	0.44	0	0	0.09	19
StHeBC4_c10632_g0	0.04	0.28	0.54	24.14	27.22	25.65	2.99	3.37
StHeBC4_c10633_g0	0	0	0	0	0	0	0	0
StHeBC4_c10635_g0	0	0.02	0	0	0.02	0.02	0.02	0
StHeBC4_c10638_g0	0.11	0	0	0.24	0	1.12	0.37	0.24
StHeBC4_c10640_g0	0	0	0.02	0	0	0	0.15	8.05
StHeBC4_c10642_g0	0	0.07	1.32	0.06	0	0.06	0	0
StHeBC4_c10643_g0	0	0	0	0.59	0.78	1.18	0.28	0.96
StHeBC4_c10644_g0	0	0	0	0	0	0	0	0
StHeBC4_c10648_g0	0.11	0.99	0.37	13.51	12.29	20.37	13.55	26.01
StHeBC4_c10649_g0	0	0	0	0	0	0	0.07	0.07
StHeBC4_c10653_g0	0.37	0.31	0.1	0.47	0.33	0	0.4	0.08
StHeBC4_c10655_g0	0.02	0.07	0.12	0.91	1.75	0.07	0.35	47.9
StHeBC4_c10656_g0	0	0	0	0	0	0	0	0
StHeBC4_c10660_g0	0	0	0	0	0	0	0	0
StHeBC4_c10663_g0	0	0	0	0	0	0	0	0
StHeBC4_c10664_g0	0	0	0.07	0	0	0	0.14	10.5
StHeBC4_c10665_g0	1.1	0.2	0.37	0.77	0.29	0.32	0	0.09
StHeBC4_c10666_g0	0.56	0.09	0	0.37	0.26	1.29	0.86	0.82
StHeBC4_c10667_g0	0.04	0.25	0.06	0.34	0.22	0.2	1.69	73.13
StHeBC4_c10668_g0	0	0.73	0.16	0.1	0	0	0.17	4.73
StHeBC4_c10671_g0	0	0	0.08	0.3	0.12	0.37	0	0
StHeBC4_c10672_g0	0	2.65	1.28	4.89	7.65	0.34	0.03	0.15
StHeBC4_c10673_g0	0.39	0.14	0.35	0.32	0.16	0.34	0.14	0.27
StHeBC4_c10674_g0	0	0	0	0	0	0	0.23	0
StHeBC4_c10676_g0	0	0.17	0.14	0.16	0.16	0	1.13	0.93
StHeBC4_c10681_g0	0	0	0	0	0	0	0	0
StHeBC4_c10682_g0	0	0	0	0	0	0	0	0
StHeBC4_c10683_g0	0.1	0	0	0.12	0	1.78	1.68	0.23
StHeBC4_c10684_g0	0	0	0	0	0	0	0	1.45
StHeBC4_c10685_g0	0	0	0	0	0	0	0	0
StHeBC4_c10686_g0	0.04	0.32	0.3	6.74	13.19	26.59	97.06	173.83
StHeBC4_c10687_g0	0.07	0	0	0.09	0.07	0	0.15	0.06
StHeBC4_c10694_g0	0	0	0	0	0.09	0	0	0
StHeBC4_c10696_g0	0	0.18	0.42	0.62	0.59	0.85	0.15	2.24
StHeBC4_c10697_g0	0.29	2.19	0.44	2.33	1.92	1.11	2.12	1.07
StHeBC4_c10698_g0	0	0.06	0	0	0.1	0.82	0.09	0.47
StHeBC4_c10699_g0	0	0	0	0	0	0	0.29	0.1
StHeBC4_c10700_g0	0.07	0	0	0	0	0	0.07	0
StHeBC4_c10701_g0	0	0	0	0	0	0	0	0.05
StHeBC4_c10702_g0	0	0	0	0	0	0	0	0
StHeBC4_c10705_g0	0.46	0.14	0.11	0.26	0.05	0	0	0
StHeBC4_c10706_g0	0	0	0	0	0	0	0	0
StHeBC4_c10708_g0	0	0	0	5.41	1.09	0.21	0	0
StHeBC4_c10709_g0	0.02	0.02	0	0	0	0.03	0.02	1.62
StHeBC4_c10710_g0	0	0	0	0	0	0	0	0
StHeBC4_c10711_g0	0	0	0.07	0.18	0.12	2.68	0.03	4.08
StHeBC4_c10713_g0	0.93	7.57	1.88	12.7	7.58	8.49	3.83	35.95
StHeBC4_c10715_g0	0	0.27	0.12	0.36	0.71	0.13	0.11	1.65
StHeBC4_c10716_g0	0	0	0	0	0	0	0	0
StHeBC4_c10717_g0	0	3.41	5.91	1.75	0.67	1.91	0.32	19.74
StHeBC4_c10718_g0	0.29	0.36	0.29	0.57	0.93	0.28	0.95	0.34
StHeBC4_c10720_g0	0.03	0	0	0	0	0.18	0.1	0.44
StHeBC4_c10721_g0	0	0	0	0	0	0	0	1.62
StHeBC4_c10722_g0	0.08	0.21	0	0.23	0.1	0.76	17.68	5.75
StHeBC4_c10724_g0	0	0	0	3.04	0.39	0	0	0
StHeBC4_c10725_g0	0	0	0.12	5.48	11.92	0.47	0.77	0.6
StHeBC4_c10726_g0	5.27	0.8	2.09	0.96	1.6	0.58	0	0
StHeBC4_c10728_g0	0.09	0.07	0.19	3.17	1.49	0.07	4.65	0.62
StHeBC4_c10729_g0	1.95	1.68	0.74	2.36	3.89	0.96	0.26	0.32
StHeBC4_c10729_g3	3.57	11.89	16.62	18.59	11.04	14.69	25.32	34.39
StHeBC4_c10731_g0	0	0.46	0.42	0.11	0	0	0	0
StHeBC4_c10733_g0	0	0	0	0.05	0	0.06	0	0.49
StHeBC4_c10735_g0	0	5.85	1.37	0.19	0.22	0.8	0.12	0.46
StHeBC4_c10736_g0	1	1.47	0.7	1.09	0.65	0.38	0.3	0.74
StHeBC4_c10737_g0	0	1.2	1.28	1.2	0.12	0.15	0	1.64
StHeBC4_c10739_g0	0	0	0	0	0	0	6.96	3.56
StHeBC4_c10739_g1	0.07	0.05	0.39	7.15	14.48	11.25	0	0.13
StHeBC4_c10739_g2	0.02	0.12	0.15	7.83	15.76	14.07	0	0
StHeBC4_c10740_g0	0	0	0	0	0	0	0	0
StHeBC4_c10742_g0	0.03	0.53	0.69	0.17	0	0.33	6.65	5.43
StHeBC4_c10745_g0	0	0	0	0	0	0	0	0
StHeBC4_c10750_g0	0	0	0	0	0	0	0	0
StHeBC4_c10752_g0	0.03	0	0.03	0.14	0	0.31	0.16	0.02
StHeBC4_c10754_g0	0	0	0	0	0	0	0	0
StHeBC4_c10755_g0	0	0	0	0.07	0	0.18	0	0.11
StHeBC4_c10757_g0	0	3.02	1.27	6.69	17.57	24.14	0.45	1.55
StHeBC4_c10759_g0	0	1.03	2.34	1.35	0.78	0.13	0	2.41
StHeBC4_c10760_g0	0.08	0.37	1.77	3.27	2.88	1.47	0.24	0
StHeBC4_c10762_g0	0	0	0	0	0	0	0.12	0
StHeBC4_c10763_g0	0	0	0	0	0	0	0	0
StHeBC4_c10764_g0	0	0.05	8.44	2.44	0.16	0	0	0.23
StHeBC4_c10765_g0	0	0.23	0.24	0.6	0.56	0	0	0
StHeBC4_c10765_g1	0	0.32	0	0	0.13	0	0	0
StHeBC4_c10765_g2	13.93	4.24	7.95	7.09	4.85	7.37	6.24	8.65
StHeBC4_c10767_g0	0	0	0	0	0	0	0	0
StHeBC4_c10768_g0	0.15	1.29	2.67	6.79	3.11	1.6	2.62	25.27
StHeBC4_c10768_g1	1.07	4.39	3.4	15.97	11.22	6.16	1.21	10.43
StHeBC4_c10768_g2	0	0	0.38	2.38	0.25	0.52	0	0
StHeBC4_c10769_g0	0	0.14	0.09	0.12	0	0	0	0
StHeBC4_c10770_g0	0	0	0	0	0	0	0	0
StHeBC4_c10772_g0	0	0.48	0.44	2.29	4.1	0.38	0.31	0.53
StHeBC4_c10773_g0	0.04	0.27	2.47	16.37	28.97	21.8	1.43	15.58
StHeBC4_c10778_g0	0	0	0	0	0	0	0	0
StHeBC4_c10779_g0	0.03	0.72	2.77	0.64	0.21	0.8	4.52	1.92
StHeBC4_c1077_g0	0	0	0	0	0	0	0	0
StHeBC4_c10781_g0	0.33	0.31	0.07	0.52	0.6	0.63	0.57	0.74
StHeBC4_c10783_g0	0.32	0	0	0	0.06	0.2	0.05	0
StHeBC4_c10785_g0	0.07	0	0	0	0	0	0.09	0.1
StHeBC4_c10785_g1	0	0	0	0	0	0	0	0
StHeBC4_c10786_g0	0	0	0	0	0	0	0	0
StHeBC4_c10787_g0	0	0.39	0.81	0.34	0	0	0.16	0.12
StHeBC4_c10788_g0	0	0	0	0	0	0.09	0.24	0.64
StHeBC4_c10789_g0	0.12	0	0.16	1.17	1.34	8	3.54	2.39
StHeBC4_c10790_g0	0	0.14	0.13	0.65	0.19	0	1.06	17.71
StHeBC4_c10791_g0	0.06	0.08	0.22	0.41	0.28	3.12	4.06	2.8
StHeBC4_c10794_g0	0	0.19	0.05	2.75	5.83	0.77	0	0.03
StHeBC4_c10794_g1	0	0	0	0.81	7.37	5.58	0.03	0.14
StHeBC4_c10794_g2	0	0	0	1.77	6.23	0.21	0	0
StHeBC4_c10795_g0	0.02	1.66	1.18	3.75	4.01	0.4	0.41	1.09
StHeBC4_c10795_g1	0.19	1.15	0.38	3.93	6.03	0.88	0.35	0.85
StHeBC4_c10795_g2	0	0	0.12	30.33	114.7	6.79	0	0
StHeBC4_c10795_g3	0.08	10.87	5.61	37.24	54.7	3.62	0.59	5.6
StHeBC4_c10795_g4	0.03	0.03	0.05	46.65	124.3	14.36	0	0.12
StHeBC4_c10797_g0	0.53	0.18	0	0.31	0.15	0	0	0
StHeBC4_c10798_g0	0	0	0	0	0.09	0	0	0
StHeBC4_c10800_g0	0	0	0.22	0.14	0.14	0	0.82	0.48
StHeBC4_c10802_g0	0	0.09	0	0.18	0.04	0	0.18	63.84
StHeBC4_c10803_g0	0.06	0.43	0.08	0.15	0.15	0.21	0	0
StHeBC4_c10805_g0	0	0	0	0	0	0	0.17	2.25
StHeBC4_c10806_g0	0	0.59	0.29	0.94	0.59	0.14	0.22	0.09
StHeBC4_c10808_g0	0	0	0	0	0	0	0	0
StHeBC4_c10809_g0	0.02	0.02	0	0.55	14.09	8.23	0	0.02
StHeBC4_c10811_g0	0	0.19	0.21	0.17	0.28	0.51	0.09	0
StHeBC4_c10813_g0	0	0	0	0	0	0.67	0.1	0.62
StHeBC4_c10814_g0	0	0	0	0	0	0	0	0
StHeBC4_c10816_g0	0	0	0	0	0	0	0	0
StHeBC4_c10818_g0	1.05	0.78	0.39	0.7	1.09	0.15	0.51	0.49
StHeBC4_c10819_g0	0	2.26	1.27	1.69	0.54	1.57	0.41	10.01
StHeBC4_c10821_g0	0	1.12	0.19	0.43	0.07	0.43	0	0
StHeBC4_c10823_g0	0	0.05	0	0.17	0.16	0.42	0	0.25
StHeBC4_c10824_g0	0.59	0.34	0.19	0.41	0.26	0.22	0.91	2.61
StHeBC4_c10825_g0	0.11	3.81	3.19	2.04	1.19	0.06	0.6	6.66
StHeBC4_c10827_g0	0.56	0.14	0.12	0.08	0.08	0	0.06	0.14
StHeBC4_c10828_g0	1.83	1.4	1.11	1.75	2.37	1.53	1.52	0.92
StHeBC4_c10829_g0	0	0.66	0.51	2.62	2.1	7.39	7.6	2.4
StHeBC4_c10830_g1	0	0	0	3.35	2.56	3.45	0	0
StHeBC4_c10831_g0	0.94	0	0.25	0.43	0.26	1.18	0.37	0.59
StHeBC4_c10832_g0	1.48	0.52	0.77	0.34	0.17	0.23	0.49	0.97
StHeBC4_c10836_g0	0	0	0	0	0	0	0	0
StHeBC4_c10836_g1	0	1.52	0.88	30.63	61.3	2.71	3.94	14.07
StHeBC4_c10836_g2	0	0.13	0.39	2.46	4.4	0.85	2.49	7.08
StHeBC4_c10836_g3	1.79	2.41	2.73	25.55	54.88	4.47	4.76	16.84
StHeBC4_c10836_g4	0.33	2.95	1.72	78.92	189.04	5.58	8.02	37.01
StHeBC4_c10836_g5	0.13	0.74	0.09	15.77	32.51	0.39	0.45	5.31
StHeBC4_c10836_g6	0.27	1.36	0.97	39.25	80.79	2.03	3.03	14.99
StHeBC4_c10838_g0	0	0	0.37	0	0	0	0	0
StHeBC4_c10842_g0	0.15	0.5	0.35	0.39	0.5	0.47	0.61	1.47
StHeBC4_c10844_g0	0.56	0.33	0.38	0.16	0.49	0.59	0	0.08
StHeBC4_c10845_g0	0	0.09	0.43	0.25	0	0	0.29	15.75
StHeBC4_c10846_g0	0.14	0	0	0	0	0	0	0
StHeBC4_c10847_g0	0	0	0	0	0	0	0	0
StHeBC4_c10848_g0	0.4	0.21	0.21	0.47	0.61	0.71	0.51	0.39
StHeBC4_c10850_g0	0.09	2.52	2.38	44.65	45.76	156.81	11.39	9.46
StHeBC4_c10851_g0	0.08	0.18	11.31	9.3	23.39	9.44	151.39	63.42
StHeBC4_c10851_g1	0	0	0.92	1	1.93	1.68	20.31	9.28
StHeBC4_c10852_g0	0	0	0	0	0	0	0.11	0
StHeBC4_c10854_g0	1.76	0	0.4	0.89	0.88	0.45	0.5	0.35
StHeBC4_c10856_g0	0	0	0	0	0	0	0	0.77
StHeBC4_c10858_g0	0	0	0	0	0	0	0	0
StHeBC4_c10859_g0	0.05	0.1	0.07	0.06	0.15	0.03	0.36	0.26
StHeBC4_c10860_g0	1.11	0.35	0.9	0.87	0.39	0.75	1.74	1.59
StHeBC4_c10861_g0	5.02	2.97	3.05	2.34	2	1.56	1.3	0.52
StHeBC4_c10862_g0	0	0	0	0.04	0.04	0.04	0.03	4.79
StHeBC4_c10863_g0	0.16	0	0	0	0	0	0	0.3
StHeBC4_c10865_g0	0	0	0	0	0	0	0.13	7.07
StHeBC4_c10867_g0	0	0.12	0.02	0	0.37	0.08	0.31	17.31
StHeBC4_c10868_g0	0.07	0.1	0.18	0	0.16	0.31	0	0.14
StHeBC4_c10869_g0	0.21	2.99	4.89	11	14.06	9.16	2.43	23.8
StHeBC4_c10872_g0	0	0	0	0	0	0	0	0
StHeBC4_c10874_g0	0	0.17	0.11	5.46	10.64	5.29	0.45	9.68
StHeBC4_c10875_g0	0	5.59	1.46	3.53	4.7	1.29	2.94	7.82
StHeBC4_c10876_g0	0	6.69	10.07	4.63	1.59	3.88	0.04	0
StHeBC4_c10877_g0	0	0.73	0.14	0.21	0.07	0	0.29	2.8
StHeBC4_c10878_g0	0	0.22	1.53	0.69	0.62	1.31	5.26	5.09
StHeBC4_c10881_g0	0	0.19	1.17	0	0	0	0	0
StHeBC4_c10882_g0	0.21	0.47	0.22	0.24	0.71	0	0.27	0.05
StHeBC4_c10885_g0	0	0	0	0	0	0	0.07	0.13
StHeBC4_c10886_g0	0	0	0	0	0	0	0	0
StHeBC4_c10887_g0	0	0	0	0	0	0	0	0
StHeBC4_c10888_g0	0	0.78	0.58	0.33	0.12	0.29	0.7	11.37
StHeBC4_c10891_g0	1.05	15.68	28.47	44.57	17.87	6.56	0	0.31
StHeBC4_c10891_g1	0.18	0.54	0.57	0.28	0.22	0.7	0.79	0.91
StHeBC4_c10891_g2	0	19.7	64.5	43.51	14.36	17.43	7.63	7.86
StHeBC4_c10891_g3	0.24	0.73	0.24	0.1	0.89	0.38	0.74	7.09
StHeBC4_c10891_g4	0	3.04	20.88	14.6	3.44	4.5	1.35	1.48
StHeBC4_c10892_g0	0	0	0.2	0.06	0	0.16	0.06	0.39
StHeBC4_c10894_g0	0	0	0.08	0.13	0.11	0.15	0.2	0.42
StHeBC4_c10895_g0	0.15	0	0	0.16	0.17	0.8	0.31	0.43
StHeBC4_c10896_g0	1.74	0.63	1.05	1.24	0.63	1.33	4.64	5.31
StHeBC4_c10897_g0	0	0	0	0	0	0	0	0.39
StHeBC4_c10900_g0	0.09	0.44	0.48	0.88	0.66	1.08	0.19	0.34
StHeBC4_c10900_g1	0.64	1.73	1.89	1.68	0.72	3.16	0.98	1.9
StHeBC4_c10900_g2	0	0.1	0	0.85	1.54	0	49.68	42.18
StHeBC4_c10900_g3	0.21	22.02	16.28	73.23	15.09	5.14	33.09	24.52
StHeBC4_c10900_g5	6.48	27.01	28.5	29.93	20.41	38.08	31.33	42.33
StHeBC4_c10901_g0	0.73	0.25	0.1	0.59	0.43	0.06	0	0.05
StHeBC4_c10902_g0	0	5.63	9.38	18.75	16.41	52.09	13.64	16.79
StHeBC4_c10903_g0	0.06	0	0	0	0	0	0	0
StHeBC4_c10905_g0	0	0	0.05	0.05	0.06	0.25	7.2	0.92
StHeBC4_c10906_g0	0	0.34	0.5	2.07	0.67	5.4	4.01	1.43
StHeBC4_c10909_g0	0.6	0.4	1.61	0.25	0	0.72	0.23	0.24
StHeBC4_c10912_g0	0	0.13	0	0	0	0.17	0.24	0
StHeBC4_c10913_g0	0	0	0	0	0	0	0.07	1.52
StHeBC4_c10913_g1	0	0	0	0	0	0	0.1	1.67
StHeBC4_c10916_g0	0.13	0.93	1.04	0.81	0.74	0.35	0	0
StHeBC4_c10918_g0	0.03	0.17	0.05	0.17	0.33	0.08	1.3	1.11
StHeBC4_c10920_g0	0	0	0	0	0	0	0	0
StHeBC4_c10921_g0	0	0.02	0.05	0	0	0	0.07	1.29
StHeBC4_c10922_g0	2.28	2.47	1.85	2.42	3.3	1.94	1.08	1.05
StHeBC4_c10925_g0	0	0	0	1.66	8.09	1.92	0.03	0.85
StHeBC4_c10926_g0	0.09	0.32	0.09	0.65	0.78	5.54	5.08	0.44
StHeBC4_c10927_g0	0	0	0.14	2.2	1.49	1.38	0.13	1.04
StHeBC4_c10928_g0	0	0	0	0	0	0	0	0
StHeBC4_c10933_g0	0	0	0.09	0	0	0	0	0
StHeBC4_c10934_g0	0.85	0.14	0.26	1.18	1.17	0.95	0	3.16
StHeBC4_c10936_g0	0	0.08	0.12	9	1.11	2.79	5.66	64.09
StHeBC4_c10940_g0	0	0.11	0	0.13	0	0.28	0	0
StHeBC4_c10942_g0	0	0	0.51	1.88	0.75	0	0.75	0.04
StHeBC4_c10943_g0	0	0.69	1.57	0.48	0.07	0.06	0.02	0.33
StHeBC4_c10944_g0	0	0	0	0	0	0	0	0
StHeBC4_c10946_g0	0	0	0	0	0	0	4	184.05
StHeBC4_c10947_g0	0	0.21	3.61	3.64	10.53	2.99	1.4	1.36
StHeBC4_c10949_g0	0	0	0.19	0.11	0.15	0.1	0	0.11
StHeBC4_c10949_g1	0	0.08	0.77	0.82	1.01	0	0	0
StHeBC4_c10950_g0	0	0	0	0	0	0	0	0
StHeBC4_c10955_g0	0	0	0	0	0	0	0	0
StHeBC4_c10956_g0	0.08	0.09	0.1	0.72	0.91	0.48	0.08	2.84
StHeBC4_c10960_g0	0.03	0.09	0.24	0.25	0	8.42	0	0
StHeBC4_c10961_g0	0.65	0.32	0.63	2.45	0.62	2.95	39.21	16.29
StHeBC4_c10962_g0	0.08	0	0.07	0.11	0	0	0.18	0
StHeBC4_c10963_g0	0.96	0.14	0	0.25	0.32	0.25	0.11	0.13
StHeBC4_c10965_g0	0	1.69	2.06	0.9	0.16	0	1.08	0.5
StHeBC4_c10966_g1	0	0.09	0.29	0.19	0.1	0.69	1.28	0.53
StHeBC4_c10967_g0	0.08	0	0	0	0	0	0	0.09
StHeBC4_c10968_g0	0.1	0.17	1.01	10.14	21.2	11.79	12.39	23.83
StHeBC4_c10968_g1	11.66	9.89	12.95	18.53	18.26	14.96	8.18	10.78
StHeBC4_c10968_g2	8.52	8.06	10.7	7.96	9.4	6.27	7.54	7.56
StHeBC4_c10968_g3	3.74	5.82	5.37	3.81	1.22	4.39	6.64	5.49
StHeBC4_c10968_g4	12.61	6.47	8.08	5.73	6.08	6.5	5.93	7.57
StHeBC4_c10968_g5	2.57	1.61	1.69	1.71	1.16	1.05	0.26	0.69
StHeBC4_c10968_g6	2.03	3.7	2.15	0.23	0.48	0	2.66	1.9
StHeBC4_c10968_g8	0.27	1.09	1.36	15.96	18.7	25.07	3.97	8.44
StHeBC4_c10968_g9	14.72	33.54	30.52	36.16	37.67	26.61	32.5	43.69
StHeBC4_c10969_g0	0	0	0	0	0	0	0	0
StHeBC4_c10974_g0	0	0	0.05	0	0	0.09	0	0
StHeBC4_c10975_g0	0	0	0	0	0	0.13	0.28	0.19
StHeBC4_c10976_g0	0.07	0	0	0	0.16	0.19	0.07	0.14
StHeBC4_c10977_g0	0	0	0	0	0	0	0	0
StHeBC4_c10979_g0	0	0	0	0	0	0	0	0
StHeBC4_c10980_g0	0	0	0	0	0.07	0.08	0	0
StHeBC4_c10984_g0	0	0	0	0	0	0	0	0
StHeBC4_c10985_g0	0	0	0	0	0	0	0	0
StHeBC4_c10985_g1	0	0	0	0.81	1.82	1.5	0.11	0.12
StHeBC4_c10985_g2	0.07	0.45	3.29	5.61	14.15	13.21	0.05	0
StHeBC4_c10985_g3	0	0	0.67	1.48	3.52	4.73	0	0.04
StHeBC4_c10985_g4	1.28	20.68	149.54	177.76	473.04	155.29	3.36	1.25
StHeBC4_c10986_g0	0.51	0.11	0.4	0.35	0	0.28	0	0
StHeBC4_c10987_g0	0.06	0.07	0.14	0.18	0.12	0.21	0	0.06
StHeBC4_c10988_g0	0	1.83	1.63	52.34	89.18	2.08	4.99	30.14
StHeBC4_c10989_g0	0	0	0.1	1.06	1.73	0.61	1.19	1.52
StHeBC4_c10990_g0	0	0	0	0	0	0	0	0
StHeBC4_c10991_g0	0	0	0	0	0	0	0	0
StHeBC4_c10992_g0	0	0	0	0	0	0	0	0.1
StHeBC4_c10993_g0	0	0.03	0.03	1.03	1.33	3.57	0.03	1.6
StHeBC4_c10994_g0	0	0	0.13	0.12	0.4	0	0	0
StHeBC4_c10995_g0	8.31	1.61	2.63	2.88	0.76	2.51	0	0
StHeBC4_c10997_g0	0.3	1.14	0.49	0.52	0.12	0.13	0	0.1
StHeBC4_c11002_g0	0	3.03	0.66	0.08	0	0	0.08	2.32
StHeBC4_c11003_g0	0.09	0.38	1.29	2.07	0.25	0.3	0	0.13
StHeBC4_c11004_g0	0	2.18	1.69	1.19	1.3	0.46	0.14	1.23
StHeBC4_c11006_g0	0	0	0	0	0.11	0	0	0.06
StHeBC4_c11007_g0	0	0	0.43	1.46	0.26	0	0	0
StHeBC4_c11008_g0	0.05	0	0.07	0	0	0	0	0
StHeBC4_c11009_g0	0	0.23	0	0	0.2	0	3.94	0.46
StHeBC4_c1100_g0	0	0	0	0	0	0	0	0
StHeBC4_c11011_g0	0	0	0	0	0	0	0	0
StHeBC4_c11016_g0	0	0	0.03	0.08	0.38	0	0	0
StHeBC4_c11018_g0	0	0.69	0.06	0.09	0.84	0.22	0.08	2.2
StHeBC4_c11019_g0	0	0.13	0.52	0.78	0.59	0.67	0	0.11
StHeBC4_c1101_g0	0	0	0	0	0	0	0	0
StHeBC4_c11022_g0	0.01	0.02	0	0.04	0.27	2.12	11.34	7.74
StHeBC4_c11024_g0	0.09	0.03	0.14	0.32	0.08	1.7	0.15	1.32
StHeBC4_c11029_g0	0.29	1.15	0.67	1.8	1.51	0.85	1.21	1.08
StHeBC4_c11030_g0	0	0.12	0	0	0	0	0	0
StHeBC4_c11031_g0	0.37	1.41	0.26	0.53	0.54	0.66	0.52	0.25
StHeBC4_c11034_g0	0.69	0.15	0.2	0.08	0.06	0.34	0.24	0.18
StHeBC4_c11034_g1	3.64	7.49	6.12	4.04	2.73	5.56	26.87	18.22
StHeBC4_c11035_g0	0.51	0.35	0.3	0.35	0.13	0.16	0	0.09
StHeBC4_c11036_g0	1.47	1.65	2.51	2.07	1.93	0.15	0.14	0.25
StHeBC4_c11036_g1	0.72	0.55	2.48	1.42	0.65	0.33	0.03	0.13
StHeBC4_c11038_g0	0	0	0	0	0	0	0	0
StHeBC4_c11040_g0	0	0.13	0.52	0.14	0.29	0	0	0
StHeBC4_c11042_g0	0	2.18	1.37	2.54	1.68	0.45	0.08	1.52
