gene_id	Stage_0	Stage_1	Stage_2	Stage_3	Stage_4	Stage_5	Stage_6_1	Stage_6_2
StHeBC4_c17283_g0	8.04	17.59	12.32	17.49	21.48	13.19	10.37	14.14
StHeBC4_c17284_g0	10.43	3.65	7.52	7.23	5.1	5.4	5.86	5.56
StHeBC4_c17285_g0	69.03	124.09	76.81	84.16	103.76	65.25	60.13	75.4
StHeBC4_c17286_g0	7.31	0.97	2.18	1.65	1.29	1.88	0.44	0.84
StHeBC4_c17287_g1	9.93	2.46	4.01	3.97	2.57	10.44	0	0
StHeBC4_c17288_g0	0.26	0.11	0	0.53	0	0.14	0.19	0.98
StHeBC4_c17289_g0	18.58	15.01	17.67	19.18	16.83	17.17	12.66	14.85
StHeBC4_c17292_g0	3.65	1.94	1.41	2.16	2.11	1.72	9.26	8.42
StHeBC4_c17293_g0	0.93	0.56	0.27	0.86	0.76	0.47	0.33	2.54
StHeBC4_c17295_g0	0.05	0.04	0	0.03	0	0	0	0
StHeBC4_c17296_g0	0.45	0.79	0.61	0.78	0.24	0.7	0	0
StHeBC4_c17298_g0	0.14	0.35	0.18	0.61	0.55	0.07	0.11	0.11
StHeBC4_c17299_g0	1.67	23.52	21.85	0.09	0.93	0	0	0
StHeBC4_c17301_g0	214.4	38.16	124.01	12.12	3.79	0.45	1.66	0.24
StHeBC4_c17304_g0	0.1	0	0.05	0.07	0	0	0	0
StHeBC4_c17305_g0	5.77	10.01	8.61	11.05	12.44	12.42	12.77	11.55
StHeBC4_c17307_g0	0.3	0.91	7.14	3.75	3.7	11.51	0.02	0
StHeBC4_c17308_g0	4.32	4.91	6.46	6.94	6.27	5.51	3.62	5.06
StHeBC4_c17309_g0	0	0	0	0	0	0	0	0
StHeBC4_c17310_g0	0.25	0.21	0.23	0.34	0.42	0.09	0.01	0.04
StHeBC4_c17310_g1	7.85	3.11	4.9	5.97	6.8	3.75	1.86	3.62
StHeBC4_c17311_g0	2.93	3.22	2.79	2.58	1.96	2.38	1.07	0.47
StHeBC4_c17311_g1	7.32	12.09	8.77	6.86	3.82	5.83	2.51	1.26
StHeBC4_c17312_g0	0	0.12	0.09	0.47	0.99	0.72	2	1.7
StHeBC4_c17313_g0	0.02	0.32	0.25	1.06	1.46	2.5	0.59	1.54
StHeBC4_c17315_g0	0	0.1	0.41	0.96	0.28	0.71	0.25	0
StHeBC4_c17316_g0	0	0	0.19	0	0	2.25	0.97	0
StHeBC4_c17316_g1	0.17	0	0.15	0	0	0	0	0.08
StHeBC4_c17316_g2	26.26	59.69	49.21	102.44	103.32	63.07	9.98	26.6
StHeBC4_c17316_g3	26.54	79.12	67.86	141.3	174.16	62.42	24.02	54.83
StHeBC4_c17316_g4	9.3	19.01	15.14	30.37	32.52	19.27	3.45	7.17
StHeBC4_c17318_g0	0.02	15.77	57.69	0.28	0.63	0.23	0	0
StHeBC4_c17319_g0	0.15	0	0.06	0	0	0	0.32	1.4
StHeBC4_c17322_g0	1.19	0	0.31	0.74	0.35	0.1	0	0
StHeBC4_c17323_g0	0	0	0	0	0	0	0	0
StHeBC4_c17324_g0	0.12	0	0	0	0.08	0.16	2.32	0.11
StHeBC4_c17325_g0	7.15	7.29	9.81	9.46	8.19	8.74	8.74	20.08
StHeBC4_c17326_g0	1.21	0.42	0.74	1.03	2.03	0.78	0.36	0.7
StHeBC4_c17328_g0	0	0	0	0	0	0	0	0.09
StHeBC4_c17329_g0	0.07	0.31	0	2.23	5.26	1.28	0	0.43
StHeBC4_c17332_g0	0.18	0	0.02	0.11	0	0	0	0.2
StHeBC4_c17333_g0	6.81	5.84	11.61	6.17	3.42	3.48	0.66	2.25
StHeBC4_c17334_g0	0.02	1.93	1.54	4.77	4.53	37.02	0.62	0.13
StHeBC4_c17336_g0	2.57	1.57	2.13	1.4	0.82	0.26	0.09	27.22
StHeBC4_c17338_g0	10.77	13.46	12.67	18.98	15.5	23.93	11.85	8.88
StHeBC4_c17338_g1	4.99	1.35	3.31	2.28	3.4	2.98	8.21	6.3
StHeBC4_c17339_g0	0	0.14	0	0.07	0	0	0.13	0.07
StHeBC4_c17341_g0	1.9	1.13	1.06	1.07	1.74	2.18	0	0
StHeBC4_c17342_g0	0.11	0.22	0.04	0.19	0	0.02	0	0.07
StHeBC4_c17342_g1	0.14	0.09	0.18	0.21	0.18	0.22	0.33	0.2
StHeBC4_c17342_g2	0.02	0	0	0.06	0	0	0	0
StHeBC4_c17343_g0	16.88	25.96	23.69	43.73	55.42	32.38	97.39	66.85
StHeBC4_c17344_g0	17.64	8.24	11.73	7.85	4.88	7.73	5.75	5.38
StHeBC4_c17346_g0	0	0	0	0	0	0	0.05	0.05
StHeBC4_c17347_g0	191.14	28.28	71.57	22.28	11.54	18.36	30.74	42.51
StHeBC4_c17347_g1	51.1	8.09	19.4	6.48	3.76	6.23	7.41	11.24
StHeBC4_c17348_g0	0	0	0	0	0	0	0	0
StHeBC4_c17350_g0	2.46	1.24	1.9	5.23	4.05	1.76	5.66	6.87
StHeBC4_c17350_g1	2.69	2.04	1.83	4.91	5.09	3.08	4.35	4.96
StHeBC4_c17351_g0	0.14	0	0	0	0	0	0	0
StHeBC4_c17352_g0	0.08	0	0	0	0	0.11	0.18	0
StHeBC4_c17355_g0	1.36	3.67	2.97	2.96	2.45	2.5	4.22	4.7
StHeBC4_c17356_g0	1.47	0.25	2.26	2.41	0.97	4.79	3.03	2.45
StHeBC4_c17356_g1	15.29	4.91	13.79	9.41	6.41	33.18	22.41	20.67
StHeBC4_c17356_g2	7.12	1.65	4.93	2.28	2.46	11.38	20.49	16.25
StHeBC4_c17356_g3	10.8	3.62	8.4	7.38	5.02	24.34	11.54	11.83
StHeBC4_c17356_g4	6.88	4.52	5.27	5.2	4.17	4.31	5.76	10.06
StHeBC4_c17357_g0	2.42	0.57	0.99	0.89	1.25	1.75	0.96	1.18
StHeBC4_c17358_g0	3.69	2.43	3.35	3.36	4.22	2.85	2.64	2.55
StHeBC4_c17360_g0	2.92	3.26	2.91	5.61	3.61	1.94	5.55	5.99
StHeBC4_c17360_g1	14.9	19.33	14.32	28.18	23.67	22.31	44.4	31.59
StHeBC4_c17360_g2	2.76	1.69	2.32	2.39	3.93	1.41	5.64	6.18
StHeBC4_c17360_g3	21.12	11.22	14.99	11.65	16.14	6.68	4.61	9.44
StHeBC4_c17361_g0	10.89	11.38	11.9	11.51	8.2	8.25	21.2	11.87
StHeBC4_c17362_g0	0.51	1.64	0.97	1.27	3.13	0.56	0.68	3.65
StHeBC4_c17363_g0	0.06	0	0.23	0.15	0.14	0.19	0	0
StHeBC4_c17364_g0	0	0	0	0	0	0	0	0
StHeBC4_c17366_g0	0	0	0	0.14	0	0	0	0
StHeBC4_c17369_g0	0.27	1.02	0.71	1.38	2.78	1.73	0.16	3.58
StHeBC4_c17369_g1	24.3	38.54	29.54	29.51	28.41	23.82	34.84	33.07
StHeBC4_c17369_g2	1.23	1.68	1.61	1.79	2.7	1.13	1.67	2.99
StHeBC4_c17369_g3	14.8	24.73	17.91	18.23	19.37	15.35	22.38	22.03
StHeBC4_c17370_g0	0	0.11	0.12	0.22	0.52	0.11	0.21	0
StHeBC4_c17371_g0	0.11	37.36	18.17	58.06	50.35	102.46	472.26	402.93
StHeBC4_c17371_g1	16.51	15.19	28.81	15.65	15.89	12.85	6.85	5.13
StHeBC4_c17371_g2	13.37	3.57	4.8	6.88	2.98	5.64	19.36	20.5
StHeBC4_c17371_g3	8.59	41.59	37	59.23	59.04	83.82	651.3	572.47
StHeBC4_c17372_g0	10.68	14.32	15.07	16.14	12.31	13.58	34.06	17.8
StHeBC4_c17372_g1	0.1	1.38	0.43	0.18	0.75	1.44	8.59	0.16
StHeBC4_c17372_g2	0.35	0.93	1.02	1.39	0.85	1.6	1.21	0.44
StHeBC4_c17375_g0	1.48	2.17	3.18	5.07	3.99	7.99	6.37	12.33
StHeBC4_c17377_g0	4.35	4.6	6.96	9.93	10.18	16.44	15.95	15.16
StHeBC4_c17378_g0	44.35	90.08	70.25	81.28	82.53	48.19	83.16	65.48
StHeBC4_c17378_g1	23.27	49.66	40.65	44.44	46.44	28.99	44.93	40.14
StHeBC4_c17379_g0	0	0	0.07	0.03	0	0	0	0
StHeBC4_c17379_g1	0.07	0.07	0	0.03	0	0.03	0	0.02
StHeBC4_c17382_g0	0	0	0	0	0	0	0	0
StHeBC4_c17383_g0	0	0	0	0	0	0	0	0
StHeBC4_c17385_g0	0.26	0	0	0	0	0	0	0.28
StHeBC4_c17386_g0	1.1	4.8	3.19	7.57	4.53	3.52	2.35	2.55
StHeBC4_c17386_g1	37.66	33	36.03	33.54	29.91	22.5	19.53	23.77
StHeBC4_c17386_g10	0	0	0	0	0	0	0	0
StHeBC4_c17386_g2	16.12	5.28	5.43	12.21	11.6	25.4	14.74	11.73
StHeBC4_c17386_g3	48.65	27.94	27.3	36.1	27.12	24.17	21.27	25.48
StHeBC4_c17386_g4	1.35	4.65	7.08	18.3	16.58	14.65	0.11	0.99
StHeBC4_c17386_g5	19.73	52.67	56.22	89.03	72.56	52.77	88.6	123.69
StHeBC4_c17386_g6	107.92	178.61	176.67	160.79	164.82	176.45	121.79	141.82
StHeBC4_c17386_g7	56.05	240.55	177.39	255.97	251.83	182.54	409.32	390.48
StHeBC4_c17386_g9	2.57	2.17	2.65	2.47	2.91	3.57	8.7	8.49
StHeBC4_c17387_g0	0	0	0	0	0	0	0	0
StHeBC4_c17388_g1	26.85	20.18	30.81	43.14	27.83	102.73	16.55	26.54
StHeBC4_c17390_g0	0.66	0.31	0.73	0.51	0.47	0.91	0.2	0.39
StHeBC4_c17391_g0	0	0.16	0	0	0.19	0	0	0
StHeBC4_c17393_g0	75.64	149.82	127.31	105.37	78.88	73.4	97.47	71.87
StHeBC4_c17393_g1	4.21	9.1	7.29	7.64	3.85	3.44	8.1	4.86
StHeBC4_c17394_g0	1.01	0	0.29	0.19	0.17	0	0.15	0.16
StHeBC4_c17397_g0	22.77	7.61	13.54	14.81	10.9	6.21	17.13	13.26
StHeBC4_c17398_g0	0.25	0.5	0.5	2.49	1.61	5.63	350.38	22.48
StHeBC4_c17399_g0	1.07	1.75	1.55	2.05	2.07	2.63	1.74	2.19
StHeBC4_c17399_g1	0.87	1.78	1.06	2.03	2.58	1.37	1.14	1.82
StHeBC4_c1739_g0	0	0	0	2.51	0.13	1.35	0	0
StHeBC4_c17400_g0	15.9	5.2	9.73	9.51	11.31	36.1	18.08	12.69
StHeBC4_c17400_g1	56.13	14.31	29.13	29.61	27.67	99.62	43.43	33.78
StHeBC4_c17403_g0	32.37	13.29	24.24	21.33	16.96	23.68	23.9	22.98
StHeBC4_c17403_g1	0	0	0	0	0	0	0	0
StHeBC4_c17405_g0	0.28	0.57	0.57	0.98	1.31	0.56	0.03	1.34
StHeBC4_c17406_g0	5.84	3.61	3.93	0.32	0.16	0.19	0.16	0.51
StHeBC4_c17407_g0	25.35	67.71	50.39	56.99	78.81	39.78	65.84	55.47
StHeBC4_c17409_g0	0.15	0	0	0	0	0	0	0
StHeBC4_c17411_g0	0	0.28	0.06	0.06	0.07	0.08	0.06	0.66
StHeBC4_c17413_g0	7.11	2.73	2.77	2.25	2.28	1.88	1.16	2.14
StHeBC4_c17414_g0	7.71	13.95	7.55	11.72	19.57	2.78	7.81	4.74
StHeBC4_c17417_g0	6.5	8.83	8.52	10.42	9.89	7.57	7.76	11.13
StHeBC4_c17421_g0	2.69	1.51	3.32	3.3	2.68	2.94	2.93	3.8
StHeBC4_c17422_g0	2.6	3.48	2.99	1.81	2.14	1.4	0.53	0.22
StHeBC4_c17423_g0	0.11	1.68	0.7	7.95	8.59	3.86	0.43	2.95
StHeBC4_c17427_g0	0.13	0.48	0.15	0.19	0.21	0.04	0.12	3.75
StHeBC4_c17428_g0	0	0.76	0.7	5.95	24.36	0.28	53.07	9.74
StHeBC4_c17429_g0	0	0	0.06	0.07	0.07	0.07	0.17	0.48
StHeBC4_c17430_g0	0.07	0	0.03	0.78	0.89	1.7	0.79	0.38
StHeBC4_c17431_g0	0.08	0	0.07	0	0	0.36	0	0.09
StHeBC4_c17432_g0	101.57	88.72	119.21	127.79	88.64	203.79	105.42	88.33
StHeBC4_c17432_g1	0	0	0	0	0	0	0	0
StHeBC4_c17433_g0	13.45	9.66	11.45	8.99	10.54	8.36	9.15	10.79
StHeBC4_c17437_g0	0.13	0.16	0.17	0.12	0.04	0.19	0.12	0.27
StHeBC4_c17438_g0	0	0.31	0.04	0.32	0	0.19	0.05	0.04
StHeBC4_c17439_g0	43.35	11.61	26.19	18.18	15.16	25.79	13.03	13.45
StHeBC4_c17439_g1	0.28	0.51	0	0.62	0.79	1.57	0.09	0.08
StHeBC4_c17440_g0	0	0	0.04	0	0	0	0	0.21
StHeBC4_c17441_g0	13.5	9.22	14.43	15.24	10.22	6.05	16.35	22.76
StHeBC4_c17442_g0	2.71	2.07	5.88	0.82	0	0.29	0.24	4.52
StHeBC4_c17443_g0	0	0.14	0.12	0.13	0.12	0.43	0.21	0.09
StHeBC4_c17444_g0	5.18	4.18	6.28	5.93	5.01	4.17	3.56	5.01
StHeBC4_c17445_g0	28.51	11.88	11.49	15.11	12.71	11.91	16.59	18.74
StHeBC4_c17446_g0	0.35	0.19	0.34	0.39	0.81	0.91	0.49	0.38
StHeBC4_c17447_g0	4.22	1.12	2.65	1.81	1.32	2.64	0.37	0.56
StHeBC4_c17448_g0	0.5	0.56	0.8	0.78	0.51	0.25	0.31	0.73
StHeBC4_c17448_g1	39.95	16.63	25.68	22.28	20.49	24.65	18.99	21.18
StHeBC4_c17449_g0	0.51	0	0.6	0	0.4	0.32	0	0
StHeBC4_c17451_g0	35.7	105.81	75.93	127.14	146.92	108.6	69.84	167.16
StHeBC4_c17451_g1	3.66	7.74	4.55	8.49	11.21	6.76	7.85	14.42
StHeBC4_c17451_g2	7.38	15.1	9.24	20	24.58	8.8	23.65	44
StHeBC4_c17452_g0	0.17	0.09	0.16	0.53	0.27	0.18	0	0.19
StHeBC4_c17453_g0	6.73	1.29	2.21	2.09	1.85	2.92	1.01	0.69
StHeBC4_c17453_g1	4.17	1.19	2.07	1.57	1.9	1.93	1.23	1.71
StHeBC4_c17455_g1	1.33	1.01	1.09	2.2	2.84	1.72	3.48	1.95
StHeBC4_c17457_g0	2.98	0.54	1.69	1.64	1.28	1.63	0.45	1.3
StHeBC4_c17457_g1	7.27	1.8	4.41	4.54	2.9	6.7	1.66	2.98
StHeBC4_c17458_g0	0.27	0.17	0.4	0.24	0.08	0.16	0	0
StHeBC4_c17460_g1	0.25	17.76	21.09	10.1	4.43	4.95	0.35	0
StHeBC4_c17460_g2	1.57	1.87	1.94	3.79	3.57	2.06	0.34	0.68
StHeBC4_c17462_g0	5.74	4.31	6.03	7.4	5.65	6.07	13.65	19.67
StHeBC4_c17463_g0	33.13	19.81	33.12	34.81	22.42	44.07	33.38	33.52
StHeBC4_c17464_g0	0	0	0	0	0	0	0	0
StHeBC4_c17465_g0	0.28	0	0	0.15	0	0	0.07	0.29
StHeBC4_c17465_g1	0.7	0.08	0.06	0.43	0.43	0	0.22	1
StHeBC4_c17467_g0	0.1	0	0	0	0	0	0	0
StHeBC4_c17469_g0	0	0	0	0	0	0	0	0
StHeBC4_c17472_g0	0.24	0.72	0.18	0.58	0.29	0.64	0.05	1.78
StHeBC4_c17473_g0	0.36	0.77	0.04	0	0.22	0.08	0.6	49.94
StHeBC4_c17474_g0	0	0	0	0	0	0	0	0
StHeBC4_c17477_g0	0.09	2.94	9.43	11.53	9.6	2.82	2.85	1.47
StHeBC4_c17478_g0	4.58	6.12	4.65	4.46	3.6	4.69	1.14	1.93
StHeBC4_c17478_g1	0.09	0.17	0	0	0	0	0.37	0.33
StHeBC4_c17478_g10	0.22	0.58	1.88	1.51	0.75	0.68	0.15	0.45
StHeBC4_c17478_g11	0	0	0.26	0	0	0	0	0
StHeBC4_c17478_g12	0	0	0	0	0	0	1.65	0.09
StHeBC4_c17478_g2	0	0.13	0	0	0	0	0	0
StHeBC4_c17478_g3	0.04	0	0	0	0	0	0	0
StHeBC4_c17478_g4	0	0.47	0.89	2.4	2.23	14.76	5.2	2.91
StHeBC4_c17478_g5	0.48	175.16	69.05	77.87	63.61	19.06	0.11	5.48
StHeBC4_c17478_g6	0.34	0.55	1.26	1.94	0.77	1.08	0.78	0
StHeBC4_c17478_g7	1.15	34.09	117.96	84.69	50.58	46.41	18.23	12.45
StHeBC4_c17478_g8	0	0	0	0	0	0.2	6.1	2.89
StHeBC4_c17478_g9	1.51	1.65	1.76	1.91	1.32	2.41	1.03	1.54
StHeBC4_c17480_g0	5.77	1.63	2.41	3.09	2.96	3.18	5.46	4.13
StHeBC4_c17482_g0	19	3.37	6.48	2.31	3.05	2.21	1.1	2.78
StHeBC4_c17482_g1	1.29	0.23	0.39	0	0	0.61	0	0.58
StHeBC4_c17482_g2	8.88	1.39	2.76	2.11	1.39	0.31	0.71	1.33
StHeBC4_c17483_g0	7.78	0.65	0.47	0.68	0.07	0.08	0.18	0.24
StHeBC4_c17486_g0	0	0	0	0	0	0	0	0.37
StHeBC4_c17486_g1	0.87	3.27	2.31	3.02	3.49	0.93	2.5	10.16
StHeBC4_c17487_g0	59.41	25.25	27.05	26.35	27.18	33.6	19.01	20.58
StHeBC4_c17488_g0	6.63	6.83	7.14	8.66	8.54	4.16	7.63	6.06
StHeBC4_c17489_g0	0.41	0.35	0.61	0.69	0.81	0.4	0.87	1.07
StHeBC4_c17492_g0	0	0	0	0	0	0	0	0
StHeBC4_c17493_g0	0.07	0	0	0	0	0	0	0
StHeBC4_c17495_g1	8.39	9.07	10.2	11.98	11.47	11.03	16.75	14.35
StHeBC4_c17495_g2	0.34	0.42	0.62	1.07	0.57	0.85	1	0.84
StHeBC4_c17496_g0	9.15	5.24	7.05	6.58	4.73	12.43	20.95	53.42
StHeBC4_c17497_g0	0	0	0	0	0	0	0	0
StHeBC4_c17498_g0	0	0	0	0	0	0	0.25	0.07
StHeBC4_c17499_g0	0	0	0	0	0	0	0	0
StHeBC4_c17499_g1	0	0.15	0	0	0	0	0	0
StHeBC4_c17500_g0	0.06	0.27	0.26	0.18	0.12	0.08	0.06	0.48
StHeBC4_c17501_g0	0.59	0	0.13	0.42	0.26	0.1	0.08	0.13
StHeBC4_c17502_g0	21.01	17.56	14.98	21.71	23.06	18.36	11.39	11.65
StHeBC4_c17506_g0	0.25	0	0.09	0.27	0.64	1.21	0	0.18
StHeBC4_c17507_g0	12.37	7.39	9.47	7.88	8.78	5.73	4.63	10.07
StHeBC4_c17508_g0	0.56	4.34	2.42	2.3	0.74	1.55	0.59	2.13
StHeBC4_c17511_g0	0.77	0.63	0.62	1.49	1.24	0.9	0.09	0.3
StHeBC4_c17512_g0	0	0	0	0.16	0.15	0	0.32	6.88
StHeBC4_c17514_g0	0.38	1.44	1.02	2.02	2.78	0.88	0.12	0.29
StHeBC4_c17515_g0	0	11.38	0.61	0.13	0	0	0	0
StHeBC4_c17516_g0	8.26	11.28	8.33	9.81	12.87	5.45	8.46	8.79
StHeBC4_c17516_g1	0.84	1.79	1.71	2.71	2.64	0.81	0.88	1.23
StHeBC4_c17517_g0	56.92	56.56	43.12	48.97	56.01	56.33	79.51	62
StHeBC4_c17517_g1	72.8	35.19	30.07	35.55	48.43	34.47	22.57	20.19
StHeBC4_c17517_g2	3.77	4.59	5.4	5.35	4.98	2.35	1.06	0.09
StHeBC4_c17518_g0	0	0	0	0	0	0	0	0
StHeBC4_c17519_g0	0.42	0	0.22	0.12	0	0.73	0	0
StHeBC4_c17521_g0	0.37	0.11	0	0.23	0.21	0.25	0	0
StHeBC4_c17522_g0	0	0	0	0	0	0	0	0
StHeBC4_c17523_g0	5.08	3.62	7.94	7.95	9.96	9.38	9.08	11.09
StHeBC4_c17523_g1	5.13	6.17	6.57	10.89	10.9	11.4	9.13	9.52
StHeBC4_c17524_g0	27.84	7.67	15.92	13.72	8.56	6.75	6.73	12.45
StHeBC4_c17524_g1	0.26	0.08	0.1	0.09	0.06	0.16	0.06	0.04
StHeBC4_c17524_g10	0.09	0	0.27	0	0.1	0	0.38	0
StHeBC4_c17524_g2	0.78	0.23	0.41	0.15	0.07	0.71	0	0.05
StHeBC4_c17524_g3	0.33	0.16	0.09	0.12	0.2	0.14	0.23	0.05
StHeBC4_c17524_g4	35.09	7.17	15.41	13.19	8.18	6.96	4.59	15.52
StHeBC4_c17524_g5	0	0.1	0	0	0.09	0	0	0
StHeBC4_c17524_g6	1.59	0.61	0.78	0.71	0.56	0.36	0.11	0.49
StHeBC4_c17524_g7	3.33	0.82	1.51	1.32	1.21	0.75	0.43	1.23
StHeBC4_c17524_g8	1.03	0.12	0.57	0.51	0.39	1.49	0	0
StHeBC4_c17524_g9	2.02	0.8	1.21	1.32	1.18	4.07	0.79	0.93
StHeBC4_c17525_g0	0.34	0.09	0.55	0.34	0.3	0.25	0.27	0.26
StHeBC4_c17525_g1	5.23	4.85	5.86	5.59	6.05	5.33	4.1	3.45
StHeBC4_c17527_g0	0.87	0	0.35	0.72	0.17	0.79	11.48	1.97
StHeBC4_c17527_g1	3.43	1.3	1.82	2.49	1.87	4.95	5.41	1.99
StHeBC4_c17527_g2	0.19	0.07	0.12	0.34	0.88	0.28	1.88	0.47
StHeBC4_c17527_g5	0.95	0.3	0.48	0.92	0.86	1.52	1.51	1
StHeBC4_c17528_g0	0.03	0.32	0.24	0.88	1.91	0.21	0.38	1.52
StHeBC4_c17529_g0	8.59	2.72	3.81	4.15	1.79	4.73	5.86	5.46
StHeBC4_c17529_g1	17.92	8	9.82	10.3	9.54	10.89	11.79	12.06
StHeBC4_c17530_g0	0.3	0	0.09	0.13	0.35	0	0	0
StHeBC4_c17533_g0	0.06	0	0.13	0.08	0	0	0.15	0.15
StHeBC4_c17536_g0	3.71	0.74	0.93	0.81	0.41	1.63	0.44	0.67
StHeBC4_c17538_g0	62.52	44.83	53.05	41.6	38.66	46.69	21.1	17.82
StHeBC4_c17538_g1	0	0.22	0.21	0.17	0.15	0.18	0.07	0.08
StHeBC4_c17539_g0	0.1	0	0	0.03	0	0	0	0
StHeBC4_c17541_g0	28.43	37.4	37.53	37.29	33.6	40.82	23.28	18.8
StHeBC4_c17543_g0	2.72	0.43	0.66	0.73	0.6	0.66	0.73	0.88
StHeBC4_c17544_g0	0.02	0.08	0.06	0.31	0.34	0.1	0	0.16
StHeBC4_c17544_g1	0.03	4.29	2.32	6.7	5.38	8.66	0.3	45.49
StHeBC4_c17544_g2	4.1	2.05	2.61	3.73	4.19	3.85	4.99	3.47
StHeBC4_c17544_g3	9.26	5.63	7.57	7.86	5.94	5.26	7.34	6.88
StHeBC4_c17544_g4	60.27	10.92	33.56	6.96	5.92	4.66	3.76	4.21
StHeBC4_c17545_g0	0.11	0.04	0.11	0.08	0.05	0	0.08	0
StHeBC4_c17547_g0	5.1	3.51	7.74	1.69	1.2	1.81	0	1.03
StHeBC4_c17548_g0	0.19	1.02	1.07	4.28	3.71	2.27	2.47	0.66
StHeBC4_c17550_g0	0	0	0	0	0	0	0	0
StHeBC4_c17552_g0	0	0	0	0	0	0	0	0
StHeBC4_c17552_g1	16.94	16.19	21.09	24.27	22.32	21.25	14.47	18
StHeBC4_c17555_g0	3.05	2.01	3.49	3	3.02	2.95	3.09	3.64
StHeBC4_c17555_g1	11.06	3.97	7.47	8.96	7.4	9	6.77	7.22
StHeBC4_c17556_g0	0.58	0.4	0.67	1.11	1.12	0.82	0.21	0.18
StHeBC4_c17557_g0	16.79	40.65	34.91	35.03	34.52	31.94	36.03	55.71
StHeBC4_c17557_g1	6.26	2.25	3.76	3.47	2.54	2.43	7.75	9.58
StHeBC4_c17557_g10	11.42	3.87	5.75	5.3	4.69	8.4	9.55	15.54
StHeBC4_c17557_g11	61.09	37.25	70.53	45.36	26.02	86.04	35.96	39.67
StHeBC4_c17557_g12	5.79	2.23	3.98	3.59	2.31	4.3	4.12	5.4
StHeBC4_c17557_g2	0	0.45	0.14	0.72	2.13	2.1	0	0.9
StHeBC4_c17557_g3	11.37	6.93	7.99	10.44	9.55	7.65	12.23	10.35
StHeBC4_c17557_g4	1.7	0.46	1.28	0.99	0.91	1.14	0.21	0.52
StHeBC4_c17557_g5	2.83	0.97	1.39	1.19	1.15	2.52	1.67	3.3
StHeBC4_c17557_g6	0.78	0.15	0.03	1.25	0.3	0.2	0	0
StHeBC4_c17557_g7	11.74	4.69	5.67	5.26	6.16	8.54	2.91	15.94
StHeBC4_c17557_g8	0.2	0.08	0.18	0.38	0.32	0.08	1.07	0.38
StHeBC4_c17557_g9	24.35	6.24	12.93	13.28	9.27	15.78	11.82	81.02
StHeBC4_c17561_g0	0	0	0.05	0	0	0.08	0	0
StHeBC4_c17562_g0	0	0	0	0	0	0	0	0
StHeBC4_c17565_g0	35.34	147.3	101.86	122.22	127.37	95.08	148.79	173.51
StHeBC4_c17566_g0	0.1	0.05	0.24	0.34	0.17	0.27	0.05	0
StHeBC4_c17567_g0	3.64	0.64	1.22	1.1	0.89	0.98	0.51	0.37
StHeBC4_c17568_g0	0	0	0	0.08	0	0	0	0
StHeBC4_c17569_g0	0.42	0	0.09	0.24	0	0	0	0
StHeBC4_c17570_g0	0.47	0.47	0.64	0.69	0.41	0.13	0	0
StHeBC4_c17570_g1	26.25	41.4	31.14	50.97	56.19	33.73	48.42	56.87
StHeBC4_c17570_g2	3.47	1.15	2.09	3.14	2.76	2.07	0.73	1.02
StHeBC4_c17570_g3	0.19	0.6	0.62	1.16	1.53	0.48	0	0.06
StHeBC4_c17572_g0	8.29	1.7	4.22	0.86	0.57	1.25	2.2	0.9
StHeBC4_c17575_g0	161.61	17.45	60.12	6.66	2.28	1.72	0.57	0.92
StHeBC4_c17576_g0	0	0.23	0	0	0	0	0	0
StHeBC4_c17577_g0	0.23	0.22	0.19	0.1	0.1	0.25	0.07	0
StHeBC4_c17577_g1	0	0.26	0	0.19	0.33	0.12	0.32	0.15
StHeBC4_c17578_g0	25.98	24.03	24.01	28.19	35.56	23.23	31.72	32.94
StHeBC4_c17579_g0	0.86	1.42	1.1	1.86	1.65	0.98	16.44	9.41
StHeBC4_c17580_g0	0	0.08	0	0.3	0.7	0.18	0.07	0.11
StHeBC4_c17583_g0	6.8	2.96	3.26	3.32	3.13	2.58	8.46	10.81
StHeBC4_c17584_g0	0.27	13.35	28.25	40.3	33.4	27.25	16.39	5.92
StHeBC4_c17585_g0	13.04	13.39	11.27	12.15	9.96	8.21	23.63	18
StHeBC4_c17586_g0	0.18	0.16	0.65	0.15	0	0.17	0	0
StHeBC4_c17587_g0	0	0	0	0	0	0.22	0	0.82
StHeBC4_c17589_g0	0.16	0.24	0.22	0.42	0.87	0	1.08	0.4
StHeBC4_c17591_g0	0	0	0	0	0	0	0	0
StHeBC4_c17593_g0	795.63	515.97	432.68	505.16	646.57	481.03	239.03	226.75
StHeBC4_c17596_g0	6.47	8.34	7.97	7.79	7.43	18.68	17.25	7.76
StHeBC4_c17597_g0	24.38	29.78	45.24	56.57	24.69	124.99	69.75	68.22
StHeBC4_c17598_g0	0.97	4.23	4.69	4.26	6.42	1.35	0.8	2.71
StHeBC4_c17599_g0	0	5.49	5.32	7.97	8.6	6.07	5.09	90.42
StHeBC4_c17600_g0	0	0	0	0	0	0	0	0
StHeBC4_c17602_g0	0	0	0	0	0	0	0	0.15
StHeBC4_c17602_g1	0.26	0.25	0.22	0.42	0.24	0.39	0.02	0.03
StHeBC4_c17603_g0	0.09	0	0	0	0	0	0	0
StHeBC4_c17604_g0	0.04	0.04	0.07	0.81	2.03	0.7	0.04	0.28
StHeBC4_c17605_g0	0.06	0.03	0.05	0.05	0.02	0.03	0	0
